UnicodeRanges
	0020	024F
	2000	206F





GameTitle	Children of a Dead Earth
	That's what we're here for. To let them live in their lie, to tell them that they're not thriving on the suffering of others, even though they are, and that is exactly what they want. To protect them, to serve them. To give them exactly the kind of life they want, the kind of life they will never admit to wanting.

Concept War Crimes	War Crimes
Concept War Crimes Subject	Doctrine
Concept War Crimes Description
	Should we lose this war, in all likelihood, we would be tried as war criminals for the actions we have taken to win. Rest assured we discounted no course of action because it was unconscionable. We're here to win the war, and any acts of kindness or compassion will have to wait until we have succeeded.
	This is no different than any war throughout human history. The winning side of any wartime conflict often gets free reign to try and execute enemy leaders for war crimes, because both sides often commit countless atrocities each. The only difference is that the winning side gets to sweep their atrocities under the carpet, and rewrite history, all while exposing all the atrocities of the enemy for the world to see. It's how war works.
	Every civilized faction tries their best not to commit crimes against humanity. We try not to. The USTA tries not to. But soldiers and officers are deviant, and war tends to attract the worst kind of people. And so these atrocities get committed, and for the sake of the support of civilians at home, the good people above them have to cover up the atrocities. And because we can't risk losing valuable soldiers and officers during the war, we slap the offenders on the wrist. A court marshal, a firm warning, but nothing major. Nothing that would hinder our war effort.
	And it's not just them. There are many situations where the enemy deliberately tries to provoke war crimes from us. They hide military troops among civilian cities and space stations. They conceal their war machines in civilan transports. And thus when we destroy a military target, a couple thousand civilians die as collateral. They simply tried to take every advantage they could, and we tried our best to stop that advantage, and several thousand innocent women and men die as a consequence.
	And finally, always remember that war crimes can often be very effective in wartime. If we're here to win, you can bet we're going to take try to take every possible advantage we can. Simply remember that we're not here to destroy, to do evil, to cause suffering. War crimes are a side effect of trying to win in every possible way we can. They are a means, not an end.
	So atrocities are inevitable, that much is clear. This means that the only thing we can do is hope we win the war, so that we can erase our atrocities from history.
	And should we be forced to answer for our atrocities when the war is won? No. It would splinter our people. If our people discovered the lengths we took to win the war, they'd be horrified. They don't realize the gravity of the situation. And they'd call for us and most of the military's top brass to be executed. And it would weaken our victory, and give the enemy a chance to rise up once again. Maybe decades after the enemy has securely capitulated could we admit such things.
	But rest assured that there would be no true justice. When you yourself carry out orders to commit crimes against humanity, you would be just following orders. And your superior would be following orders as well. But everyone in the chain of command does in fact share some of the responsibility. The Nuremberg trials have taught us that much.
	We're all a little responsible for the terrors we've created. Even the politicians at home who funded the war, and the people who elected them, and even our civilians who cry out for jingoism from their safe little homes. They all share a tiny piece of the responsibility for the actions we take.
	But human beings don't like that. They want someone to blame. They like to be able to pin all their problems on a single person, or a single group of people. That small group of people are evil, blame them. Everyone else, we're okay, we're decent folk, we didn't have any hand in these terrible things.
	A truly fair tribunal of the crimes committed against humanity would convict much of the human race, but that's not feasible nor possible. The military commanders at the top get the blame, and history goes on, without the humans underneath grasping just how deep the web of hate is woven. In this sense, there will never be any true justice for any war crimes that ever will be committed.
	In the end, war crimes have been committed and will continue to be committed until this war is over. All that you can and should do is make sure we're the ones who end as the victors.





Name	Name
OK	OK
Cancel	Cancel
Paused	PAUSED
PressSpaceToUnpauseGame	Press [SPACE] to unpause the game.
SteamNotEnabled	Steam is not enabled.
NoItems	No Items
Options	Options
Exit	Exit
Back	Back
Other	Other
CloseNotification	Close Notification
EditSortingFilters	Edit Sorting Filters
SteamDisabled	Steam is Disabled.
SteamUGPDisabled	Steam UGP is not enabled.
SteamItemAlreadyBeingUploaded	Another item is already being uploaded to Steam Workshop.
SteamTimedOut	Timed out.

EnemiesInRange
	Enemies
	In Range
RunTurn
	Run
	Turn
1m	1m
10m	10m
1h	1h
6h	6h
1D	1D
6D	6D
1M	1M
Infolinks	Infolinks
ShipClasses	Ship Classes
ModuleDesign	Module Design
ShipDesign	Ship Design
Edit	Edit
View	View
Delete	Delete
Duplicate	Duplicate
ExitToFleetDesign	Exit To Fleet Design
ReviewBriefing	Review Briefing
MessageLog	MessageLog
ScreenshotMode	Screenshot Mode
PauseMenu	PauseMenu
RestartMission	Restart Mission
ExitToMainMenu	Exit To Main Menu
Campaign	Campaign
EnterSandbox	Enter Sandbox
Sandbox	Sandbox
EditInShipDesign	Edit in Ship Design
ViewInShipDesign	View in Ship Design
ModuleTypes	Module Types
NewShip	New Ship
NewSpacecraft	New Spacecraft
New	New
NewModule	New %s
Accept	Accept
Spacecrafts	Spacecrafts
Export	Export
SaveAsCopy	Save As Copy
Propulsion	Propulsion
Weapon	Weapon
PropellantTank	Propellant Tank
Refueler	Refueler
Powerplant	Powerplant
Radiator	Radiator
Command	Command
Payload	Ordnance
Ammo	Ammo
ExtinctionCoefficient	Extinction Coefficient
RefractiveIndex	Refractive Index
EmissionSpectra	Emission Spectra
Wavelength	Wavelength
TransitionProbability	Transition Probability
Transmittance	Transmittance
Reflectance	Reflectance
Infolinks UnlockAll	Unlock All
Infolinks SearchReferences	Search References...
Infolinks MoreInfo	More Info...
Infolinks References	References
SpecialThanks	SpecialThanks
BetaTesters	BetaTesters
Index	Index
Title	Title
Authors	Authors
Subject	Subject
Voices	Voices
Close	Close
Names	Names
Story	Story
Headline	Headline
VoiceActing	Voice Acting
Music	Music
ExportToWorkshop	Export To Workshop
CreatedBy	Created By
AdditionalAlphaTesters	Additional Alpha Testers
MainAlphaTesters	Main Alpha Testers
BeginMission	Begin Mission
GoToBriefing	Go To Briefing
Shipyard	Shipyard
GoToEnding	Go To Ending
NextMission	Next Mission
MissionSuccessful	Mission Successful
MissionFailed	Mission Failed
NewRecord	New Record!
YourBest	Your Best
Record	Record
LevelRating	Rating
CurrentRecord	Current
Levels	Levels
Challenges	Challenges
Go	Go
DeltaV	Delta-v
EnginesDestroyed	Engines Destroyed
FleetStats	Fleet Stats
Acceleration	Acceleration
PropellantsUsed	Propellants Used
UnlimitedCost	Unlimited Cost
UnlimitedMass	Unlimited Mass
MassLimits	Mass Limits
CostLimits	Cost Limits
InfoAndOptions	Info and Options
Reset	Reset
Alliance	Alliance
SupplementalText	Supplemental Text
EngagingCrafts	Engaging Crafts
Resume	Resume
Menu	Menu
DisableHelp	Disable Help
Summary	Summary
TimeLimit	Time Limit
Date	Date
Abbreviation	Abbreviation
ShipPrefix	Ship Prefix
Distance	Distance
VelocityDifference	Velocity Difference
TimeElapsed	Time Elapsed
TimeLeft	Time Left
FrameOfReference	Frame Of Reference
CancelTrajectory	Cancel Trajectory
BeginTrajectory	Begin Trajectory
FocusCamera	Focus Camera...
SetFrameOfReference	Set Frame of Reference...
SelectObject	Select Object...
Compare	Compare
Description	Description
Current	Current
Original	Original
Animation	Animation
Crew	Crew
CrewDepartment	 Department
TotalCrew	Total
CrewCaptain	Captain
CrewSensorSpecialists	Sensor Specialists
CrewCommOfficers	Comm Officers
CrewChiefEngineer	Chief Engineer
CrewFirstOfficer	First Officer
CrewYeoman	Yeoman
CrewPilot	Tactical Pilot
CrewEWSpecialist	EW Specialist
CrewAstrogation	Astrogation Officers
CrewDoctors	Doctors
CrewCooks	Cooks
CrewLogistics	Logistics Officers
CrewFlyByWire	%s Fly-by-Wire Pilot
CrewTechnician	%s Technician
CrewAirTechnician	Air Circulation Technician
CrewWasteWaterTechnician	Water and Waste Technician
CrewCargoUnloader	Cargo Unloader
CrewGunner	%s Gunner
CrewReactorTechnician	Nuclear Reactor Technician
CrewReactorEngineer	Nuclear Reactor Engineer
CrewRadiatorTechnician	Radiator Technician
CrewOperator	%s Operator
CrewEngineTechnician	Engine Technician
Mass	Mass
Cost	Cost
Power	Power
Heat	Heat
Armor	Armor
Armor Radial	Radial
Armor End	End
Armor Start	Start
Armor Spacing	Spacing
Armor Innermost	 (Innermost)
Armor Outermost	 (Outermost)
Armor Composition	Composition
Armor Shape	Shape
Armor Concavity	Concave
Armor AspectRatio	Aspect Ratio
Armor Thickness	Thickness
Armor Rotation	Rotation
Armor Layer Title	%s of %s
Datum Copy	 Copy
SteamWorkshopID	(Steam Workshop ID: %s)
ShipClass	Ship Class
HeatDissipation	Heat Dissipation
Modules	Modules
Module Count	Count
Module Rotation	Rotation
PowerUse	Power Use
ExplosiveChart Title	Shrapnel at Hit
ExplosiveChart XAxis	Launch Velocity
ExplosiveChart YAxis	Radius
ExplosiveUI Detonate	Detonate
PowerOutput	Power Output
BurnTime	Burn Time
BurnTemperature	Burn Temperature
BurnTimeLeft	Burn Time Left
LaserIntensityChart Title	Intensity Range
LaserIntensityChart XAxis	Range
LaserIntensityChart YAxis	Intensity
LaserArcLampChart Title	Arc Lamp Spectra
LaserArcLampChart XAxis	Wavelength
LaserArcLampChart YAxis	Intensity
LaserDamageAtEngagementRange	Damage at Engagement Range
Optic Lens	Lens
Optic Mirror	Mirror
Optic NonlinearOptic	Nonlinear Optic
PowerRequired	Power Required
Radius	Radius
Height	Height
NuclearPayloadChart Title	Damage At Range
NuclearPayloadChart XAxis	Distance
NuclearPayloadChart YAxis	Fluence
NuclearPayloadUI Detonate	Detonate
NuclearPayloadUI IgnoreMinimumRange	Ignore Minimum Range
NuclearPayloadUI DelayedTrigger	Delayed Trigger
PropellantTank Status	%s (%s) Left
PropellantTankUI EjectWhenEmpty	Discard When Empty
PropellantTankUI Eject	Detach
RadiatorHeatChart Title	Heat Dissipated
RadiatorHeatChart XAxis	Module Temperature
RadiatorHeatChart YAxis	Heat
RadiatorEfficiencyChart Title	Efficiency
RadiatorEfficiencyChart XAxis	Module Temperature
RadiatorEfficiencyChart YAxis	Efficiency
RadiatorEmissivityChart Title	Emissivity
RadiatorEmissivityChart XAxis	Module Temperature
RadiatorEmissivityChart YAxis	Emissivity
ReactionMass	Reaction Mass
Refueler Status SomeRefueling	 (Some are Auto-refueling)
Refueler Status AllRefueling	 (Auto-refueling)
RefuelerUI Extract	Extract
LauncherUI Launch1	Launch 1
LauncherUI Launch5	Launch 5
LauncherUI Launch20	Launch 20
LauncherUI LaunchAll	Launch All
LauncherUI CancelLaunches	Cancel All
LauncherUI LaunchWithOrder	Launch with Order
LauncherUI SplitLaunches	Split From Fleet
RemoteControlUI Disarm	Disarm
RemoteControlUI DistributeHoming	Distributive Homing
RemoteControlUI DefaultPhase	Use Default Phases
RemoteControlUI BoostPhase	Force Boost Phase
RemoteControlUI MidcoursePhase	Force Midcourse Phase
RemoteControlUI TerminalPhase	Force Terminal Phase
WeaponRangeEstimations	Range Estimations
WeaponSizeEstimatorSmall	Small
WeaponSizeEstimatorMedium	Medium
WeaponSizeEstimatorCapital	Capital
WeaponRangeChart Title	Accurate Ranges
WeaponRangeChart XAxis	Target Cross Section
WeaponRangeChart YAxis	Range
Weapon Status OutOfAmmo	Out Of Ammo
Weapon Status RoundsLeft	%i Rounds Left
Weapon Status PendingLaunch	%i Pending Launch
Weapon Message AlliesAreFiring	Allies are firing %s
Weapon Message EnemiesAreFiring	Enemy is firing %s
Weapon Message ShipIsFiring	%s is firing %s
WeaponUI DodgePrediction	Dodge Prediction
WeaponUI IgnoreRange	Ignore Range
WeaponUI DistributedTargeting	Distributed Targeting
ConventionalGunPressureChart Title	Breech Pressure
ConventionalGunPressureChart XAxis	Distance Along Barrel
ConventionalGunPressureChart YAxis	Pressure
CoilgunAccelerationChart Title	Acceleration
CoilgunAccelerationChart XAxis	Distance Along Stage
CoilgunAccelerationChart YAxis	Acceleration
RailgunAccelerationChart Title	Acceleration
RailgunAccelerationChart XAxis	Distance Along Stage
RailgunAccelerationChart YAxis	Acceleration
MPDThrusterChart Title	Voltage: %s
MPDThrusterChart BackEMF	Back EMF
MPDThrusterChart AnodeSheath	Anode Sheath Voltage Drop
MPDThrusterChart PlasmaHeating	Plasma Heating Voltage
MPDThrusterChart WorkFunction	Work Function Voltage
MPDThrusterChart Ionization	Ionization Voltage
MPDThrusterChart CovalentDissociation	Covalent Dissociation Voltage
NuclearReactor Subcritical	Subcritical
NuclearReactor Supercritical	Supercritical
NuclearReactor Waste	Waste
NuclearReactor ControlRods	Control Rods
NuclearReactor Coolant	Coolant
NuclearReactor Moderator	Moderator
NuclearReactor Fuel	Fuel
ThermalRocket Chamber	Chamber
ThermalRocket Throat	Throat
ThermalRocket Nozzle	Nozzle
ThermalRocket GasWall	Gas Wall
ThermalRocket LiquidWall	Liquid Wall
Mach	Mach 
PowerUse Solenoid	Solenoid
PowerUse CrewQuarters	Crew Quarters
PowerUse LinearMotor	Linear Motor
PowerUse Capacitors	Capacitors
PowerUse InjectorAndThruster	Injector And Thruster
PowerUse MPDThruster	MPD Thruster
PowerUse ArcLamp	Arc Lamp
PowerUse Rails	Rails
PowerUse InjectorAndCoil	Injector And Coil
PowerUse Turbopump	Turbopump
PowerUse TurretMotors	Turret Motors
PowerUse MomentumWheels	Momentum Wheels
Gun Turreted	Turreted 
Gun Fixed	Fixed 
Gun Round	 Round
Gun Internal	Internal 
Weapon Railgun	Railgun
Weapon Coilgun	Coilgun
Weapon Cannon	Cannon
Green	Green
Yellow	Yellow
Violet	Violet
Blue	Blue
Orange	Orange
Red	Red
GammaRay	Gamma Ray
ExtremeUV	Extreme Ultraviolet
NearUV	Near Ultraviolet
HardXRay	Hard X-Ray
SoftXRay	Soft X-Ray
FarIR	Far Infrared
MidIR	Mid Infrared
LongwaveIR	Longwave Infrared
NearIR	Near Infrared
ShortwaveIR	Shortwave Infrared
THzMicrowave	THz Microwave
KMicrowave	K Band Microwave
KuMicrowave	Ku Band Microwave
QMicrowave	Q Band Microwave
KaMicrowave	Ka Band Microwave
WMicrowave	W Band Microwave
VMicrowave	V Band Microwave
DMicrowave	D Band Microwave
FMicrowave	F Band Microwave
SMicrowave	S Band Microwave
LMicrowave	L Band Microwave
XMicrowave	X Band Microwave
CMicrowave	C Band Microwave
HFRadiowave	HF Radiowave
MFRadiowave	MF Radiowave
UHFRadiowave	UHF Radiowave
VHFRadiowave	VHF Radiowave
ELFRadiowave	ELF Radiowave
TLFRadiowave	TLF Radiowave
ULFRadiowave	ULF Radiowave
SLFRadiowave	SLF Radiowave
LFRadiowave	LF Radiowave
VLFRadiowave	VLF Radiowave
Degrees	°
Million	 million 
Billion	 billion 
AmmoContainers	Ammo Containers
PropellantTanks	Propellant Tanks
Powerplants	Powerplants
Engines	Engines
CrewModules	Crew Modules
Payloads	Ordnances
Weapons	Weapons
Radiators	Radiators
Misc	Misc
Propellant	Propellant
ArmorLayer	Armor Layer
PropellantTank Drop	Drop
PropellantTank External	External
PropellantTank Armored	Armored
PropellantTank Tank	Tank
Engine Gimballed	Gimballed 
Engine CombustionRocket	Combustion Rocket
Engine MagnetoplasmadynamicThruster	Magnetoplasmadynamic Thruster
Engine MPDThruster	MPD Thruster
Engine NuclearThermalRocket	Nuclear Thermal Rocket
Engine NTR	Nuclear Rocket
Engine Resistojet	Resistojet
Weapon BlastLauncher	Blast Launcher
Weapon Launcher	Launcher
Weapon Capacitor	Capacitor
Weapon Laser	Laser
Weapon Mount	Mount
Weapon Fixed	Fixed
Weapon Turret	Turret
Command RemoteControl	Remote Control
Command Fuse	Fuse
Command CrewModule	Crew Module
Payload FlakBomb	Flak Bomb
Payload Explosive	Explosive
Payload Flare	Flare
Misc CargoBay	Cargo Bay
Misc Diameter	Diameter
Misc RadiationShield	Radiation Shield
Misc Spacer	Spacer
Payload PureFission	Pure Fission
Payload BoostedFission	Boosted Fission
Payload Nuke	Nuke
Radiator Radiator	Radiator
Powerplant RTG	Radioisotope Thermoelectric Generator
Powerplant Generator	Generator
Powerplant Reactor	Fission Reactor
Powerplant ThermoReactor	Thermoelectric Fission Reactor
Powerplant TurboReactor	Turboelectric Fission Reactor
Misc Refueler	Refueler
Misc AutoRefueler	Auto-Refueler
InfoBox Resistojet	Dissociation: %s
InfoBox RTG	
	Fuel Temperature: %s
	Fuel Heating: %s
InfoBox NTR	Dissociation: %s
InfoBox ExplosionHazard	Explosion Hazard
InfoBox BipropellantMassRatio	
	%s-to-%s Ratio:
		%s : 1 (by mass)
InfoBox CraftSize	
	Length: %s
	Hull Diameter: %s
	Total Diameter: %s
	Cross Section: %s
InfoBox CraftMass	Mass: %s
InfoBox CraftCost	Cost: %s
InfoBox CraftHeatSignature	Heat Signature: %s
InfoBox CraftHeatSignaturePeak	
	Ambient Heat: %s
	Peak Heat: %s
InfoBox CraftMovement	
	Acceleration: %s
	Dry Acceleration: %s
	Total Burn Time: %s
InfoBox CraftTurnabout	Turnabout Time: %s
InfoBox CraftRollabout	Rollabout Time: %s
InfoBox MassRatio	
	Mass Ratio: %s
	Wet Mass: %s
	Dry Mass: %s
InfoBox MassRatioIndented	
		Mass Ratio: %s
		Wet Mass: %s
		Dry Mass: %s
InfoBox MassRatioStage	Discardable Stage
InfoBox MassRatioSpacecraft	Spacecraft
InfoBox CraftDeltaV	Delta-v: %s km/s
InfoBox CraftDeltaVCantTurn	Can't Turn
InfoBox CraftArmor	%s of %s
InfoBox EngineAdvancedInfo	
	Thrust Power: %s
	Mass Flow Rate: %s
InfoBox EngineInfo	
	Exhaust Velocity: %s
	Thrust: %s
	Thrust:Mass Ratio: %s
InfoBox EngineGimbal	
	Gimbal Speed: %s
	Gimbal Angle: %s
InfoBox ExplosiveInfo	Shrapnel: %ix %s Pieces
InfoBox RadiationShield	
	Gamma: %.2e
	Thermal Neutron: %.2e
	Fast Neutron: %.2e
InfoBox LaserVitals	
	Output Power: %s
	Wavelength: %s
	M^2: %s
InfoBox LaserFrequencyDoubler	Frequency Doubler
InfoBox LaserFrequencyDoubler2	Frequency Doubler 2
InfoBox LaserAdvancedPowerOutput	
	Output Power: %s / %s
	Max Ambient Temperature: %s
InfoBox LaserAdvancedEfficiency	
	Efficiency: %s
		Pumping: %s
		Cavity Transparency: %s
		Cavity Reflection: %s
		Cavity Shape: %s
		Emission: %s
	%s
		Focusing Mirror: %s
InfoBox RadiationHazard	Radiation Hazard: %s
InfoBox ModuleHeat	
	Heat: %s
	Outlet Temperature: %s
InfoBox ModuleCrew	Crew Required: %.1f
InfoBox NuclearPayload	
	Total Yield: %s
	Total Energy: %s
	Detonation Fluence: %s
	Overall Efficiency: %s
InfoBox NuclearPayloadAdvancedInfo	
	Explosive Energy: %s
	Explosive Compression Ratio: %s
	Fission Efficiency: %s
InfoBox NuclearPayloadFusionBoost	Fusion Boost Efficiency: %s
InfoBox Powerplant	
	Power: %s
	Efficiency: %s
InfoBox PropellantMassRatio	Mass Ratio: %s
InfoBox PropellantArmor	Armor: %s of %s
InfoBox PropellantEjection	Detach Speed: %s
InfoBox PropellantDetonation	Explosion Hazard
InfoBox Radiator	
	Size: %s x %s x %i
	Total Area: %s
InfoBox Refueler	
	Pump Rate: %s
	Range: %s
InfoBox WeaponAmmoCost	Cost per Round: %s
InfoBox WeaponMuzzleVelocity	Muzzle Velocity: %s
InfoBox WeaponSpread	Spread: %s
InfoBox WeaponAmmo	Starting Ammo: %i
InfoBox WeaponTurret	
	Turning Speed: %s °/s
	Max Turn Angle: %s°
InfoBox WeaponReload	Reload: %s
InfoBox WeaponOverheating	
	Overheated Reload: %s
	Min Overheat Time: %s
InfoBox ConventionalGun	
	Efficiency: %s
	Reload Time: %s
	Heat Jump: %s
	Projectile Energy: %s
InfoBox Coilgun	
	Efficiency: %s
	Firing Time: %s
	Reload Time: %s
	%s
	Heat Jump: %s
	Projectile Energy: %s
InfoBox Railgun	
	Efficiency: %s
	Firing Time: %s
	Reload Time: %s
	%s
	Heat Jump: %s
	Projectile Energy: %s
	Inductance: %s
InfoBox MPDThruster	
	Inductance: %s
	Efficiency: %s
InfoBox NuclearReactor	
	Fast Neutron Non-Leakage: %.2f
	Thermal Neutron Non-Leakage: %.2f
	Reproduction Factor: %.2f
	Fission Utilization Factor: %.2f
	Resonance Escape Probability: %.2f
	Fast Fission Factor: %.2f
InfoBox Capacitor	
	Capacitor
		Breakdown Voltage: %s
		Capacitance: %s
		Total Energy: %s
		Charge Time: %s
Itinerary Status EndsInCollision	Ends in Collision in %s!
Itinerary Status MatchesOrbit	Matches %s orbit in %s
Itinerary Status EngagesFleet	Engages %s in %s
Itinerary Status JoinsFleet	Joins %s in %s
Itinerary Status Freefall	Freefall Trajectory
Itinerary Status InterceptVelocity	Intercept Velocity
Itinerary Status Perpendicular	Perpendicular
Itinerary Status Parallel	Parallel
Itinerary Status ClosestApproach	Closest Approach
Itinerary Status SelectedNode	Selected Node
Itinerary Status Time	Time
Itinerary Status DeltaV	Delta-v
Itinerary Status SingleBurn	Single burn of %s in %s
Itinerary Status NoBurn	No Burn in %s
Itinerary Status BurnIn	%s in %s
Itinerary Status TotalBurns	%i %s totaling %s between %s and %s
Itinerary Status Burn	Burn
Itinerary Status Burns	Burns
Itinerary Status TotalCost	Total Cost
Fleet Status Orbiting	Orbiting %s
Fleet Status OrbitalPeriod	Orbital Period
Fleet Status OrbitalLPoint	Orbiting %s-%s L%i
Trajectory	Trajectory
Actions	Actions
SetFrameOfReferenceButton	Set Frame of Reference
CenterCamera	Center Camera
Select	Select
MatchOrbit	Match %s Orbit
Flyby	Flyby %s
DeleteBurn	Delete Thruster Burn
CircularInjection	Circular Injection Around %s
ReduceTrajectory	Reduce Trajectory
ExtendTrajectory	Extend Trajectory
Join	Join
Intercept	Intercept
CurrentFrameOfReference	Current Frame of Reference
Derelict	Derelict
Fleet	Fleet
Drone	Drone
Capital	Capital
Station	Station
Missile	Missile
Population	Pop
OrbitalPopulation	Orbital Pop
Range	Range
EnemiesAreMovingAway	Enemies are Moving Away
InterceptInTime	Intercept in %s
Disabled	Disabled
ArmorVisualizer	Armor Visualizer
HeatSignature	Heat Signature
Damaged	Damaged
Undamaged	Undamaged
Destroyed	Destroyed
EstimatedArmorDamage	Estimated Armor Damage
None	None
SuperficialDamage	Superficial Damage
LocalBreach	Local Breach
LightDamage	Light Damage
ModerateDamage	Moderate Damage
HeavyDamage	Heavy Damage
CriticalDamage	Critical Damage
Subsystems	Subsystems
PowerNeeded	Needed
PowerTotal	Total
Deactivate	Deactivate
Untarget	Untarget
Activate	Activate
Target	Target
IsTargetPriority	Currently Is Target Priority
IsPartiallyActive	Currently Is Partially Active
IsNotTargetPriority	Currently Is Not a Target Priority
IsPartialTargetPriority	Currently Is Partial Target Priority
IsActive	Currently Is Active
IsDeactivated	Currently Is Deactivated
DamagedModuleTitle	DAMAGED
Orders Cancel	Cancel Order
Orders Cancel Use	No Order
Orders Move	Move
Orders Move Use	Moving
Orders Orient	Re-Orient
Orders Orient Use	Reorienting
Orders Roll	Roll
Orders Roll Use	Rolling
Orders Regroup	Regroup
Orders Regroup Use	Regrouping
Orders Broadside	Orient Broadside
Orders Broadside Use	Orienting Broadside
Orders Homing	Homing
Orders Homing Use	Homing
Orders Scatter	Scatter
Orders Scatter Use	Scattering
Orders NoseForward	Nose Forward
Orders NoseForward Use	Orienting Nose Forward
CraftsAreOutOfDeltaV	Crafts are out of delta-v!
CantBroadsideNoWeapons	Can't Broadside. No crafts have weapons.
CantRollNoRollEngines	Can't Roll. This craft does not thrusters which can roll effectively.
FlybyInTime	Flyby in %s
MixedShips	Mixed Ships
Neutral	Neutral
Allied	Allied
Enemy	Enemy
AwayRange	%s away, %s range
MovingTowards	Towards
MovingAway	Away
Ranges	Ranges
MovingAt	Moving %s at %s
Undo	Undo
Turbine Inlet	Inlet
Turbine ExitAreaChange	Turbine Exit Area Change
Turbine EntryAreaChange	Turbine Entry Area Change
Turbine Exit	Turbine Exit
Turbine TurbopumpExit	Turbopump Exit
Turbine ReactorExit	Reactor Exit

Document	Document
OrbitalElements	OrbitalElements
StartingBody	StartingBody
StarterFleet	StarterFleet
CraftBlueprint	CraftBlueprint
Faction	Faction
Doctrine	Doctrine
Element	Element
CelestialLocation	CelestialLocation
LevelBadges	LevelBadges
CustomObjective	Custom Objective
Speaker	Speaker
Level	Level
Module	Module
EmissionSpectrum	Emission Spectrum
RefractiveIndexSpectrum	Refractive Index Spectrum
Credits	Credits
ImportLog	Import Log
Material	Material
ChemicalReaction	Chemical Reaction
FusionReaction	Fusion Reaction
Concept	Concept
CelestialBody	Celestial Body
BlackBoxPowerModule	Black Box Power Module
AmmoModule	Ammo Module
FlareModule	Flare Module
NuclearPayloadModule	Nuclear Ordnance Module
ExplosiveModule	Explosive Module
RadioisotopeThermoelectricGeneratorModule	Radioisotope Thermoelectric Generator Module
ThermoelectricFissionReactorModule	Thermoelectric Fission Reactor Module
RadiatorModule	Radiator Module
CrewModule	Crew Module
RemoteControlModule	Remote Control Module
FuseModule	Fuse Module
SpacerModule	Spacer Module
RadiationShieldModule	Radiation Shield Module
CargoModule	Cargo Module
StandaloneLaserMountModule	Standalone Laser Mount Module
BlackBoxWeaponModule	Black Box Weapon Module
CarrierModule	Carrier Module
BlastLauncherModule	Blast Launcher Module
CoilgunModule	Coilgun Module
LaserModule	Laser Module
RailgunModule	Railgun Module
PropellantTankModule	Propellant Tank Module
RefuelerModule	Refueler Module
ConventionalGunModule	Conventional Gun Module
ResistojetModule	Resistojet Module
MagnetoplasmadynamicThrusterModule	Magnetoplasmadynamic Thruster Module
BlackBoxEngineModule	Black Box Engine Module
NuclearThermalRocketModule	Nuclear Thermal Rocket Module
CombustionRocketModule	Combustion Rocket Module
DwarfPlanets	Dwarf Planets
Asteroids	Asteroids

TotalMass_kg	TotalMass_kg
Price_c	Price_c
TotalLength_m	TotalLength_m
DeltaV_km__s	DeltaV_km__s
AreaCrossSection_m2	AreaCrossSection_m2
ArmorDiameter_m	ArmorDiameter_m
TotalDiameter_m	TotalDiameter_m
MaxAcceleration_m__s2	MaxAcceleration_m__s2
DryAcceleration_m__s2	DryAcceleration_m__s2
TotalBurnTime_s	TotalBurnTime_s
AmbientHeatSignature_W	AmbientHeatSignature_W
PeakHeatSignature_W	PeakHeatSignature_W
ExplosionVelocity_m__s	ExplosionVelocity_m__s
ExplosiveEnergyDensity_J__kg	ExplosiveEnergyDensity_J__kg
FlameTemperature_K	FlameTemperature_K
FlameSpeed_m__s	FlameSpeed_m__s
FlameWidth_m	FlameWidth_m
CharacteristicLength_m	CharacteristicLength_m
CrewAdded	CrewAdded
MaxGimbalAngle_radians	MaxGimbalAngle_radians
GimbalAngularVelocity_radians__s	GimbalAngularVelocity_radians__s
ThrustPower_W	ThrustPower_W
MaxMassFlowRate_kg__s	MaxMassFlowRate_kg__s
ThrustMassRatio_m__s2	ThrustMassRatio_m__s2
MaxThrust_N	MaxThrust_N
EffectiveExhaustVelocity_km__s	EffectiveExhaustVelocity_km__s
AverageTotalEnergy_eV	AverageTotalEnergy_eV
AstrophysicalFactor_eV_b	AstrophysicalFactor_eV_b
ReducedMass_eV	ReducedMass_eV
EffectiveZ	EffectiveZ
Mass_kg	Mass_kg
TotalCost_c	TotalCost_c
CrewCountRequired	CrewCountRequired
PowerRequired_W	PowerRequired_W
TotalRadiation_W	TotalRadiation_W
Density_kg__m3	Density_kg__m3
Price_c__kg	Price_c__kg
SafeUseTemperature_K	SafeUseTemperature_K
YieldStrength_Pa	YieldStrength_Pa
UltimateTensileStrength_Pa	UltimateTensileStrength_Pa
MeltingPoint_K	MeltingPoint_K
BoilingPoint_K	BoilingPoint_K
SpecificHeat_J__kg_K	SpecificHeat_J__kg_K
ThermalConductivity_W__m_K	ThermalConductivity_W__m_K
ThermalExpansion__K	ThermalExpansion__K
ThermalDiffusivity_m2__s	ThermalDiffusivity_m2__s
YoungsModulus_Pa	YoungsModulus_Pa
ShearModulus_Pa	ShearModulus_Pa
BulkModulus_Pa	BulkModulus_Pa
PoissonsRatio	PoissonsRatio
Viscosity_Pa_s	Viscosity_Pa_s
HalfLife_s	HalfLife_s
RadioactiveSpecificPower_W__kg	RadioactiveSpecificPower_W__kg
Conductivity_S__m	Conductivity_S__m
Resistivity_Ohm_m	Resistivity_Ohm_m
RelativePermittivity	RelativePermittivity
ThermoelectricSensitivity_V__K	ThermoelectricSensitivity_V__K
RelativePermeability	RelativePermeability
DielectricStrength_V__m	DielectricStrength_V__m
TotalMagneticMoment	TotalMagneticMoment
